game_id,compe,year,team_category,score,time
435,wc,2010,A,1,85
436,wc,2010,H,1,8
436,wc,2010,H,2,26
436,wc,2010,H,3,68
436,wc,2010,H,4,70
437,wc,2010,A,1,38
438,wc,2010,A,1,11
438,wc,2010,H,1,25
439,wc,2010,H,1,69
439,wc,2010,H,2,73
439,wc,2010,A,1,84
440,wc,2010,A,1,60
441,wc,2010,H,1,39
442,wc,2010,H,1,46
442,wc,2010,H,2,85
443,wc,2010,H,1,10
443,wc,2010,A,1,33
443,wc,2010,A,2,61
444,wc,2010,H,1,53
445,wc,2010,A,1,36
445,wc,2010,H,1,65
445,wc,2010,A,2,83
446,wc,2010,A,1,17
446,wc,2010,A,2,30
446,wc,2010,H,1,81
446,wc,2010,A,3,87
447,wc,2010,A,1,39
447,wc,2010,H,1,63
448,wc,2010,A,1,50
448,wc,2010,H,1,90
449,wc,2010,A,1,27
449,wc,2010,A,2,86
450,wc,2010,A,1,7
450,wc,2010,H,1,29
451,wc,2010,NA,NA,NA
452,wc,2010,H,1,25
452,wc,2010,H,2,73
452,wc,2010,A,1,81
452,wc,2010,H,3,89
452,wc,2010,A,2,90
453,wc,2010,NA,NA,NA
454,wc,2010,H,1,55
454,wc,2010,H,2,72
454,wc,2010,A,1,89
455,wc,2010,H,1,25
455,wc,2010,H,2,50
455,wc,2010,H,3,62
455,wc,2010,A,1,79
456,wc,2010,H,1,29
456,wc,2010,H,2,53
456,wc,2010,H,3,56
456,wc,2010,H,4,60
456,wc,2010,H,5,81
456,wc,2010,H,6,87
456,wc,2010,H,7,89
457,wc,2010,A,1,14
457,wc,2010,A,2,20
457,wc,2010,A,3,82
458,wc,2010,NA,NA,NA
459,wc,2010,A,1,34
460,wc,2010,A,1,52
461,wc,2010,H,1,75
462,wc,2010,H,1,17
462,wc,2010,H,2,51
463,wc,2010,A,1,24
463,wc,2010,A,2,37
463,wc,2010,H,1,47
464,wc,2010,NA,NA,NA
